name,location,description,link,price,operation,bedrooms,bathrooms,floor area (m2),land size (m2),latitude,longitude,img_url_1,coordinates_1,distance_1,ModelScores
Bloom residences Condominium 2 bedroom with balcony for sale,"San Antonio, Parañaque","Condominium 2 bedroom with balcony

Bloom residences

32.79sqm floor area",https://www.lamudi.com.ph/bloom-residences-condominium-2-bedroom-with-balcon-170780383024.html,"₱5,955,000",buy,2,1,32,,14.467199,121.024909,https://scontent.fmnl17-4.fna.fbcdn.net/m1/v/t6/An8m5Xp60r-dX17pjbn1H-JQXzFnnsMNcCnCXXyovebAlYZqy0ZYKdm1u9Cr19yMeESaMbnAqhTcFgAI040ZXQdRt9iJdUV8dylQgwRgF2hcgDUvCpTVtFV6mC0qFvc39NcQN813x1eDfkNeA67w5Ag?stp=s2048x1152&ccb=10-5&oh=00_AfD30CoVlV9a4spONHvFNY5fpOG4kIU7yHWB9byocVqQEw&oe=660E3A58&_nc_sid=201bca,"(121.021121, 14.468503)",0.433128109,2.83
"Large Bungalow House and Lot for Sale in Sun Valley, Parañaque City","Sun Valley, Parañaque","Old but well-maintained, large bungalow for sale in Sun Valley, Paranaque City
- 430 sqms Lot area 
- Actual lot area 500 plus sqms 
- 3 BR plus one maid's room 
- Family room 
- 3 toilets and baths and one powder room 
- up to 4 car garage
- Marble tiles flooring 
- Big garden
- storage area 
- Many fruit-bearing trees
- Located inside gated and secure subd. 
- Near SM Bicutan and Skyway entrance 

For inquiries and viewing schedule please contact .",https://www.lamudi.com.ph/large-bungalow-house-and-lot-for-sale-in-sun-valle-170309423472.html,"₱17,000,000",buy,4,,300,430,14.491803,121.038006,https://scontent.fmnl17-4.fna.fbcdn.net/m1/v/t6/An82ukNz7c8vDb-oj2FslX3S9jzcWJTC5iOlmNsCK06mHtXHVF54trRZ3b_AAj9eaNAowo-RHRXFbZiMbFpAIsX22hY7vVxQ4pZ0dhcfbxtd-AGpyRjNk5TP0OEtQRw_77Aztz4V-qcXPIvp8cNwKCo?stp=s2048x1536&ccb=10-5&oh=00_AfA33FRj_7Cj11DfxkvOZ8FxHh4iOwePAI3ta2fEE-CVaQ&oe=660E34B3&_nc_sid=201bca,"(121.037984, 14.491887)",0.009591897,3.71
"For Sale : 2 Storey House & Lot in Villamar 1st Street at Tambo, Parañaque City","Tambo, Parañaque","For Sale : House & Lot Location : Villamar 1st, Brgy Tambo, Parañaque Lot Area: 800 sqm corner Lot Floor Area: 700 sqm Improvement: 2 Storey House with Fountain built in 1979, Garage up to 10 cars Total Contract Price: Php 96,000,000 neg  Mildred Gococo PRC 6304  House Property for Sale in Tambo, Parañaque, Metro Manila",https://www.lamudi.com.ph/for-sale-2-storey-house-lot-in-villamar-1st-street-167521895062.html,"₱96,000,000",buy,,,700,800,14.516398,120.989915,https://scontent.fmnl17-4.fna.fbcdn.net/m1/v/t6/An--RVqG0mLmsz9a90RWbKwPRksLt0h5ttJu01dxRn9WsoBxwLY1JIONaVstVOj67NsMeUz4NII9ii99kb6UAURYqP60R0b_TEQDLJYdCloZmXJUbFqa-vr89v_P-3b_smIpANAPB5cdislL2X-jLio?stp=s2048x1152&ccb=10-5&oh=00_AfDm5zDglaZusOd6M7cEh__ILeC3h3peCGbRqqxHADDjRw&oe=660E0B16&_nc_sid=201bca,"(120.990449, 14.516511)",0.058901243,2.83
"238 sq. meters Lot with an old house in Parkview Homes, Parañaque City For Sale","Sun Valley, Parañaque","Property is inside Parkview Homes Subdivision, Sun Valley, Paranaque near SM Bicutan, SLEX Message me for viewing.

Lot area: 238 sqm

Land property for sale in Sun Valley, Parañaque, Metro Manila",https://www.lamudi.com.ph/238-sq-meters-lot-with-an-old-house-in-parkview-ho-170290428634.html,"₱9,500,000",buy,,,,238,14.491803,121.038006,https://scontent.fmnl17-4.fna.fbcdn.net/m1/v/t6/An82ukNz7c8vDb-oj2FslX3S9jzcWJTC5iOlmNsCK06mHtXHVF54trRZ3b_AAj9eaNAowo-RHRXFbZiMbFpAIsX22hY7vVxQ4pZ0dhcfbxtd-AGpyRjNk5TP0OEtQRw_77Aztz4V-qcXPIvp8cNwKCo?stp=s2048x1536&ccb=10-5&oh=00_AfA33FRj_7Cj11DfxkvOZ8FxHh4iOwePAI3ta2fEE-CVaQ&oe=660E34B3&_nc_sid=201bca,"(121.037984, 14.491887)",0.009591897,3.9
"For Sale: Condo unit at Gold Residences, SMDC's Premier Township near NAIA","Santo Niño, Parañaque","Gold Residences Introducing Gold Residences, SMDC's pioneering township that sets the gold standard for modern living in Parañaque. This condominium is situated within an expansive 11.6-hectare master-planned community where modernization, innovation, and prestige seamlessly converge.  At Gold Residences, your living space becomes a canvas for your unique style and preferences. With a plethora of units awaiting your personal touch, you have the freedom to customize the space to your liking or let the opulent design speak for itself. Make your home at Gold Residences a true reflection of your individuality and lifestyle.  Unit Type: 1-Bedroom and 2-Bedroom Floor Area: 31.96 sqm – 34.10 sqm Unit Total List Price: 6,800,000 – 15,700,000  Building Features:  24-hour security services High speed elevators Grand lobbies Back-up power system Fire alarm and sprinkler system Centralized mailroom Centralized garbage collection and disposal system Property Management Prime Key Leasing Services   Amenities:  Swimming Pools Fitness Center Social Hall Central Parks Enclave Gardens Jogging Paths Social Lounges   Condo Property for Sale in NAIA Terminal 1, Parañaque, Metro Manila",https://www.lamudi.com.ph/for-sale-condo-unit-at-gold-residences-smdc-s-prem-170001753559.html,"₱6,800,000",buy,2,1,31,,14.501556,121.00197,https://scontent.fmnl17-4.fna.fbcdn.net/m1/v/t6/An-T7BPvABT2EJYHDDDS-l7ApXQ42A-RFbkrb49O94thRd_AW9bPXpzFgcApETujDc1vNM2qEASjggI_nJ8ZRuduuTYo7AMq6ciJNsnt1F021v3WjX9I_Rs3-4CkP860xdvdTjq9j5Kg7PIjQUX-3A?stp=s2048x1152&ccb=10-5&oh=00_AfDm395S6XEplOymv28rAy9IFBQMCsfQ16pOOKsiyBXATg&oe=660E32FC&_nc_sid=201bca,"(120.99927, 14.503182)",0.342162085,2.83
"6 Bedrooms 2 Storey House For Sale in Sun Valley, Parañaque City","Sun Valley, Parañaque","For Direct Buyers Only   
For Buyers: Viewing By Appointment 
Pre Selling 
Ongoing Construction 
49% complete    
Village with in a Village  Double Protection Quiet small Village    
Brandnew   2 storey house / High ceiling    
350 sqm lot area   
337 sqm flr area    
3-4 car garage      
5-6 bedrooms   
powder room   
maids room plus maids bathroom 
drivers room plus drivers bathroom  
Master ensuite bathroom with walk in closet 
Modular cabinetry kitchen and closets  
storage room spare room for den/ theater / gym / family room/ playroom or study room     Lanai and garden area  storage tank        
Clean title   
Gated community   
24/7 security Roving guard     
affordable monthly dues flood free    
5 mins skyway ramp    
Skyway bicutan exit 15 mins   
Naia airport 20 mins  
Makati 30 mins  
Manila/ Qc 20 mins  
Sucat 30 mins  
Alabang 30 mins BGC / Pasig",https://www.lamudi.com.ph/6-bedrooms-2-storey-house-for-sale-in-sun-valley-p-17056366749.html,"₱45,109,000",buy,6,,337,350,14.491803,121.038006,https://scontent.fmnl17-4.fna.fbcdn.net/m1/v/t6/An82ukNz7c8vDb-oj2FslX3S9jzcWJTC5iOlmNsCK06mHtXHVF54trRZ3b_AAj9eaNAowo-RHRXFbZiMbFpAIsX22hY7vVxQ4pZ0dhcfbxtd-AGpyRjNk5TP0OEtQRw_77Aztz4V-qcXPIvp8cNwKCo?stp=s2048x1536&ccb=10-5&oh=00_AfA33FRj_7Cj11DfxkvOZ8FxHh4iOwePAI3ta2fEE-CVaQ&oe=660E34B3&_nc_sid=201bca,"(121.037984, 14.491887)",0.009591897,2.83
Brand New Modern 3-Storey House & Lot for Sale in Parañaque City,"Sun Valley, Parañaque","Brand New Modern 3-Storey Modern House & Lot for Sale in Paranaque

Lot Area: 75 sqm
Floor Area: 210 sqm. (more or less)
• 4 Bedrooms
• 5 Toilet & Bathrooms
• Living Room
• Kitchen
• Dining
• Laundry Area
• Maid's Room

Ground Floor:
- High Ceiling Tiled Garage for 2 Cars
- Spacious Living Room
- Granite Countertop Kitchen with Overhead & Under Cabinet
  (Cooktop and Rangehood included)
- Dining Area with DropLight
- 1 Bedroom that maybe converted into a Maid;s Room or into your own specific use
- 1 Toilet & Bathroom
- Tiled Laundry Area with enough ventilation

Second Floor
- Master’s Bedroom with Balcony, with Laminated Closet and own Toilet
  & Bathroom
- Another Big Bedroom with Laminated Closet and own Toilet &
  Bathroom

Third Floor
- 2 Big Bedrooms with Laminated Closet and own Toilet &
  Bathroom

Own this Property in Two (2) Ways
You may pay in full cash or you can apply for a bank loan which allows you to pay for this property for up to 25 years.

Clean Title, Updated Real Property Tax & Association Dues

Price is Gross & Negotiable
For Direct Buyers only
Kindly give us 1 (one) day notice prior to viewing schedule

#townhouse #townhouseforsale #townhouseph #townhouseparanaque #3StoreyTownhouse #3storey #Paranaque #ParanaqueCity #Paranaquehouseandlotforsale",https://www.lamudi.com.ph/brand-new-modern-3-storey-house-lot-for-sale-in-pa-170238184228.html,"₱12,000,000",buy,5,,210,75,14.491803,121.038006,https://scontent.fmnl17-4.fna.fbcdn.net/m1/v/t6/An82ukNz7c8vDb-oj2FslX3S9jzcWJTC5iOlmNsCK06mHtXHVF54trRZ3b_AAj9eaNAowo-RHRXFbZiMbFpAIsX22hY7vVxQ4pZ0dhcfbxtd-AGpyRjNk5TP0OEtQRw_77Aztz4V-qcXPIvp8cNwKCo?stp=s2048x1536&ccb=10-5&oh=00_AfA33FRj_7Cj11DfxkvOZ8FxHh4iOwePAI3ta2fEE-CVaQ&oe=660E34B3&_nc_sid=201bca,"(121.037984, 14.491887)",0.009591897,2.08
"For Sale 4 Bedrooms 2 Garage Single Detached House in Better Living, Parañaque","Don Bosco, Parañaque","TCP 18.5 Million
  Clean Title
  Lot Area 210 sqm, Floor Area 350 sqm
  Masters Bedroom with ensuite Wardrobe Cabinet and T&B (2nd Floor)
  Bedroom 1 with Built in Cabinet, Bedroom 2 with Built in Cabinet, Bedroom 3 with Built in Cabinet, 2 T&B, Balcony (2nd Floor)
  2 Car Garage SUV, Maidsroom with T&B, Lanai with water falls, Garden, Utility Area at the Back (Ground Floor)
  Sale includes 3 Ton Floor standing Inverter Aircon in the Living room, 4 Window Type Inverter Aircondition, 4 Bedframes with Mattreses, Built Oven and Microwave oven in the Kitchen
  Built in 2019 Almost new
  Newly Painted
  Reason for Selling, Migrating Abroad
  Term: Cash or Bank Loan (Free Bank Loan Assistance)
  Direct Buyers Only, No Exact Location Inquiry",https://www.lamudi.com.ph/for-sale-4-bedrooms-2-garage-single-detached-house-170548247217.html,"₱18,500,000",buy,4,,350,210,14.482705,121.024909,https://scontent.fmnl17-4.fna.fbcdn.net/m1/v/t6/An--pW2oENT4NdxtKmn5S0LBRZoL2gkGVVhzs3OTgijUbzY7JbfeDzxhz5oWOtjt07jztm_9ZIH5AvpHvfN7thlw7Q2GbLFBJwddQBCFjC9vD2h8pl8mdwzR4dUq5p6VZt6omkp7xLBB4mTVcgEMsw?stp=s2048x1152&ccb=10-5&oh=00_AfBSfksGIpHh_8xYkXtZUWgqH0NDeRQB6aELku2fQWBeEg&oe=660E214C&_nc_sid=201bca,"(121.028131, 14.48584)",0.49088246,2.08
affordable house and lot for sale ready for occupancy,"Don Bosco, Parañaque","House and lot for sale located at el dorado street better living brgy. Don bosco parañaque city. Near doña soledad, sm bicutan 
2 Full Storey Townhouse. 2 Bedrooms 2 Toilet and Bath 1 Car Garage with Gate 
Unit: 21/22/23/24/25/26/27 
Granite tiles on ground and 2nd floor With built in cabinet in each room

Complete Turn-Over Units 
Lot area 50 sqm 
Floor area 52 sqm 

TCP: 5,419,934.10 Down payment 10%: 511,993.41 Reservation fee: 30,000 3 months to pay DP: 170,664.48 10% discount: 541,993.40 Upon loan release 80% balance: 4,335,947.20 True bank financing 15 years 8.5% pa : 42,697.79 

For inquiry call or tex Cleto",https://www.lamudi.com.ph/affordable-house-and-lot-for-sale-ready-for-occupa-17069462119.html,"₱5,419,934",buy,2,,52,50,14.482705,121.024909,https://scontent.fmnl17-4.fna.fbcdn.net/m1/v/t6/An--pW2oENT4NdxtKmn5S0LBRZoL2gkGVVhzs3OTgijUbzY7JbfeDzxhz5oWOtjt07jztm_9ZIH5AvpHvfN7thlw7Q2GbLFBJwddQBCFjC9vD2h8pl8mdwzR4dUq5p6VZt6omkp7xLBB4mTVcgEMsw?stp=s2048x1152&ccb=10-5&oh=00_AfBSfksGIpHh_8xYkXtZUWgqH0NDeRQB6aELku2fQWBeEg&oe=660E214C&_nc_sid=201bca,"(121.028131, 14.48584)",0.49088246,3.77
"3-Bedroom Unit For Sale at Woodsville Viverde Mansions, Parañaque City","Merville, Parañaque","FOR SALE: 3 Bedroom Condo in Woodsville Viverde Mansions Paranaque 
Floor Area: 66.80 sqm 
-9th floor
 -Building 4 
-Unit B 
Asking Price: Php 4,000,000 (70k/sqm)",https://www.lamudi.com.ph/3-bedroom-unit-for-sale-at-woodsville-viverde-mans-168456802846.html,"₱4,000,000",buy,3,3,66,,14.499387,121.025633,https://scontent.fmnl17-4.fna.fbcdn.net/m1/v/t6/An_BiRq8TNYusgGCMs99GN_7YzMVjMIaH9ykn3y2fftFIduHqwsr9AqwLLlDAG4UeOMacCc0ZTSirm5Lozbpy-XZvys4qfUN1NyGSo9X_Rg9Or7f_JXA3oUeAyrs4ZOqFIX-oqYRSHWzJ_1qDzHb_w?stp=s2048x1152&ccb=10-5&oh=00_AfAw66APHjqP2aNE81dw5mjghByvDG1sWD4jR_LegMW0lA&oe=660E1E46&_nc_sid=201bca,"(121.021268, 14.50365)",0.666238512,2.88
"2-Storey Maintained House and Lot for Sale in BF Homes, Parañaque City","B.F. Homes, Parañaque","This meticulously maintained 2-storey home is a fantastic opportunity in BF Homes, Parañaque. With spacious living areas, 3 bedrooms, modern amenities, and a prime location, it's the ideal family home. Sold ""As Is, Where Is"" at ₱22 million, it's a promising investment with room for customization and enhancement. Contact us today to seize this remarkable chance!


  Lot Area: 240 sqm
  Floor Area: 180 sqm
  Bedrooms: 3
  Bathrooms: 2
  Additional Room Downstairs
  Helper's Room with Own Bath
  2-Car Garage
  Lanai",https://www.lamudi.com.ph/2-storey-maintained-house-and-lot-for-sale-in-bf-h-17077125873.html,"₱22,000,000",buy,3,,180,240,14.4521766,121.0245799,https://scontent.fmnl17-4.fna.fbcdn.net/m1/v/t6/An8MDLMrNNK-hAtAwg8iingcBuA6Q-PGAr9DO1iU3GaerZgb8xnhaoom_VaUchKTrqVAP50MsAk1zjLjteE2cQiDJgDz7HbZy87Pa1uPlk254-4qxD2qCzgq_10-gHJbkiVRjNc0FEH4sQbsIhfeZd8?stp=s2048x1536&ccb=10-5&oh=00_AfD6O_PXI4co1coPFuJIBCD6qlKlFYIs8zqY9d_3ilJfzw&oe=660E389B&_nc_sid=201bca,"(121.026287, 14.448605)",0.435936571,4.17
Renovated Modern Two-Storey House and Lot for Sale in UPS 5 Parañaque,"San Isidro, Parañaque","Renovated Modern two-storey house in UPS5

Lot area: 105sqm
Floor area: 190sqm

Bedrooms: 4
Toilet&Bath: 3
Car Garage: 1
With Terrace
With Dirty Kitchen

Terrace space can be converted into a bedroom or office
Spacious and very flexible design layout

Free bank loan assistance",https://www.lamudi.com.ph/renovated-modern-two-storey-house-and-lot-for-sale-170856628983.html,"₱8,900,000",buy,4,,190,105,14.468547,121.011835,https://scontent.fmnl17-4.fna.fbcdn.net/m1/v/t6/An8IZTEKAg0q9bv5t0D8r1RcLpyOL5rPlepat947mhVTF5nVaSS3PolYvMmqgMpXptEmbVJ2w3UgKtuHd7qbQADnc7Z2aIE9kMqEFSAJ7dbODyypQJYYSLXtXi4tTv-IA0m7kXApSxH9_VAxol57k60?stp=s2048x1152&ccb=10-5&oh=00_AfC80KbzezVkBZpMkpNwSY3vHUqKI3K_9ypwc0ePmOSv4Q&oe=660E13E4&_nc_sid=201bca,"(121.01141, 14.467918)",0.083324127,2.48
House and Lot for sale in Marcelo Green Village Paranaque City,"Marcelo Green Village, Parañaque","House and Lot for sale in Marcelo Green Village Paranaque City
Lot area : 200 SQM
floor area : 250 SQM
- 2 storey
- 4 bedrooms
- 4 toilet and bath
- 2 car garage
- Maid’s room
- Modular kitchen cabinet
- 5KB solar panel energy
- Automated gate
- 3 window type aircon
- 1 split type aircon
- Landscaped garden
- 9 built in CCTV Camera
- Big balcony
Price 20,000,000",https://www.lamudi.com.ph/house-and-lot-for-sale-in-marcelo-green-village-pa-167582086872.html,"₱20,000,000",buy,4,,250,200,14.469863,121.04211,https://scontent.fmnl17-4.fna.fbcdn.net/m1/v/t6/An9T71RuEq7htyE2BxzWBRXqAfcHNFPt1dE-skhy5fRMbB-1MHWLNSTMrHo9nlbNbzX2TQIPPGXMu6qBOHB8g7NG82AU23TFto-eW7RJxoOlwQEVylDwuiTDJnaDDwJ-4MIhYaKMDnqFQNdWDbskfQc?stp=s2048x1152&ccb=10-5&oh=00_AfCbjMwgjfcBnUL0Rwovp3AVHo53z4KgW7yyb39asE1l0A&oe=660E2E99&_nc_sid=201bca,"(121.044476, 14.469211)",0.265085652,2.83
"For Sale Lot in Moonville Sun Valley, Parañaque City, Metro Manila","Sun Valley, Parañaque","355 Square Meters Lot
good location near the gate
50k per sq m 
cash buyer",https://www.lamudi.com.ph/for-sale-lot-in-moonville-sun-valley-para-aque-cit-169986922843.html,"₱17,750,000",buy,,,,355,14.491803,121.038006,https://scontent.fmnl17-4.fna.fbcdn.net/m1/v/t6/An82ukNz7c8vDb-oj2FslX3S9jzcWJTC5iOlmNsCK06mHtXHVF54trRZ3b_AAj9eaNAowo-RHRXFbZiMbFpAIsX22hY7vVxQ4pZ0dhcfbxtd-AGpyRjNk5TP0OEtQRw_77Aztz4V-qcXPIvp8cNwKCo?stp=s2048x1536&ccb=10-5&oh=00_AfA33FRj_7Cj11DfxkvOZ8FxHh4iOwePAI3ta2fEE-CVaQ&oe=660E34B3&_nc_sid=201bca,"(121.037984, 14.491887)",0.009591897,2.83
"679 sq.m. Corner Lot For Sale in Sun Valley Subdivision, Parañaque City","Sun Valley, Parañaque","The 679-square-meter corner lot is on Sta. Ana Drive and Daffodil Street in Sun Valley Subdivision, Parañaque City.

The lot, several meters from Sun Valley Drive, has a frontage of 34 meters and depth of 11-15 meters. (See lot plan.)

The property has an old bungalow and small structures that can be demolished to give way to a residential-commercial building, townhouses or a modern residential house.",https://www.lamudi.com.ph/679-sq-m-corner-lot-for-sale-in-sun-valley-subdivi-170245871777.html,"₱28,000,000",buy,,,,679,14.491803,121.038006,https://scontent.fmnl17-4.fna.fbcdn.net/m1/v/t6/An82ukNz7c8vDb-oj2FslX3S9jzcWJTC5iOlmNsCK06mHtXHVF54trRZ3b_AAj9eaNAowo-RHRXFbZiMbFpAIsX22hY7vVxQ4pZ0dhcfbxtd-AGpyRjNk5TP0OEtQRw_77Aztz4V-qcXPIvp8cNwKCo?stp=s2048x1536&ccb=10-5&oh=00_AfA33FRj_7Cj11DfxkvOZ8FxHh4iOwePAI3ta2fEE-CVaQ&oe=660E34B3&_nc_sid=201bca,"(121.037984, 14.491887)",0.009591897,2.83
Pre Selling 6 Bedrooms Residential House near Skyway in Parañaque City,"Sun Valley, Parañaque","For DIRECT BUYERS Only  
For Viewing  By appointment   
PRE SELLiNG Ongoing Construction 48% complete    
350 sqm lot     
336.85 sqm floor area     
3-4 covered garage     
6 bedroom    
5 T&B    
service kitchen & laundry  
perimeter garden  
lanai  
aircon and heater   
ready wifi and cctv ready   
fully tiled bathrooms   
big windows   
Maids room with T&B  
Driver's room with T&B  
Den / Guest room with T&B  high ceiling  
Flood free  
elevated property    
Clean Title     
24/7 security gated community roving guard affordable monthly dues private park 

Flood free 
Quiet surroundings 
Skyway Ramp 5 mins away Skyway Bicutan Exit",https://www.lamudi.com.ph/pre-selling-6-bedrooms-residential-house-near-skyw-170736311891.html,"₱45,010,000",buy,6,,337,350,14.491803,121.038006,https://scontent.fmnl17-4.fna.fbcdn.net/m1/v/t6/An82ukNz7c8vDb-oj2FslX3S9jzcWJTC5iOlmNsCK06mHtXHVF54trRZ3b_AAj9eaNAowo-RHRXFbZiMbFpAIsX22hY7vVxQ4pZ0dhcfbxtd-AGpyRjNk5TP0OEtQRw_77Aztz4V-qcXPIvp8cNwKCo?stp=s2048x1536&ccb=10-5&oh=00_AfA33FRj_7Cj11DfxkvOZ8FxHh4iOwePAI3ta2fEE-CVaQ&oe=660E34B3&_nc_sid=201bca,"(121.037984, 14.491887)",0.009591897,2.83
"Lot & Residential House for Sale in Sun Valley, Parañaque City","Sun Valley, Parañaque","The lot is fully fenced with some trees on it and an old house, livable. 
The lot is covered by 2 entrances or 2 roads back to back. 
Not creekside. 
Flood-free area. Near Gate 2 in Dona. Soledad Ave. 
5 mins to Skyway ramp in Bicutan, near the commercial area and SM mall. 
Safe and secured area. 
Near Makati, BGC, NAIA T - 1/2/3/4, and easy trip to the South side.",https://www.lamudi.com.ph/lot-residential-house-for-sale-in-sun-valley-para-170704718772.html,No Price,buy,,,,800,14.491803,121.038006,https://scontent.fmnl17-4.fna.fbcdn.net/m1/v/t6/An82ukNz7c8vDb-oj2FslX3S9jzcWJTC5iOlmNsCK06mHtXHVF54trRZ3b_AAj9eaNAowo-RHRXFbZiMbFpAIsX22hY7vVxQ4pZ0dhcfbxtd-AGpyRjNk5TP0OEtQRw_77Aztz4V-qcXPIvp8cNwKCo?stp=s2048x1536&ccb=10-5&oh=00_AfA33FRj_7Cj11DfxkvOZ8FxHh4iOwePAI3ta2fEE-CVaQ&oe=660E34B3&_nc_sid=201bca,"(121.037984, 14.491887)",0.009591897,2.83
Brand New 2 Storey Residential House For Sale in Sun Valley Parañaque City,"Sun Valley, Parañaque","For Direct Buyers Only   
For Buyers: Viewing by appointment        
 Pre Selling Ongoing construction 48% complete  
Gated Community  
24/7 Security cctv village cameras  
Roving guard  
Affordable monthly dues   
Quiet Surroundings    
Lots of trees        
3-4 covered car garage 
4-6 bedrooms   
5 T&B  Lanai  
brand new roof  
electrical and plumbing lines    
Clean title   
Flood free    
5 mins away from Skyway Ramp  
Easy accesss to schools thru skyway",https://www.lamudi.com.ph/brand-new-2-storey-residential-house-for-sale-in-s-17091174235.html,"₱45,001,005",buy,6,,337,350,14.491803,121.038006,https://scontent.fmnl17-4.fna.fbcdn.net/m1/v/t6/An82ukNz7c8vDb-oj2FslX3S9jzcWJTC5iOlmNsCK06mHtXHVF54trRZ3b_AAj9eaNAowo-RHRXFbZiMbFpAIsX22hY7vVxQ4pZ0dhcfbxtd-AGpyRjNk5TP0OEtQRw_77Aztz4V-qcXPIvp8cNwKCo?stp=s2048x1536&ccb=10-5&oh=00_AfA33FRj_7Cj11DfxkvOZ8FxHh4iOwePAI3ta2fEE-CVaQ&oe=660E34B3&_nc_sid=201bca,"(121.037984, 14.491887)",0.009591897,2.91
"Rush! Oak Harbor Residences: 3BR Condo For Sale, 145 sqm, Furnished,  Parañaque","Don Galo, Parañaque","OAK HARBOR RESIDENCES:
The only waterfront community consisting of three towers in Bay City that is located directly by the bay

Lauderdale Tower:
3BR For Sale:
Floor area: 145 sqm
Fully Furnished
Facing the Bay
With big balconies from living room and master's bedroom
Plus 1 parking
REDUCED PRICE to P26.5M!
ONLY P168,965/sqm for the Unit (parking is valued at P2M)

Way Below Zonal Value of P223,000/sqm or P34,147,500 for the unit with parking!

Unit also has an interested tenant offering P90,000/month so this is also good for investors aside from end users.

DIRECT LISTING
Open to Co-broker
With Title  

For viewing appointment, please message me: 
JOYCE TANLIMCO",https://www.lamudi.com.ph/rush-oak-harbor-residences-3br-condo-for-sale-145-17091337076.html,"₱26,500,000",buy,3,3,145,,14.509206,120.985714,https://scontent.fmnl17-4.fna.fbcdn.net/m1/v/t6/An9nvHlNLIs7ScYrfsZu85cXQywDAVQOf6-iq7P-Ehg6eBuKGlCLD2ma5v1qkiwo5wBPLJezr7ms5xNmS03LPSWL5Jv6n26lnJ1pr9PClT97Ll5iyEzeNNf1fizkKv8_rW2W28h20uNpKn2aBtz-vQ?stp=s2048x1536&ccb=10-5&oh=00_AfC0cV_lcx71y_4vvfPEnTRuAJ5gjMV4KA2kwWQZ7tKsaQ&oe=660E047E&_nc_sid=201bca,"(120.984797, 14.507326)",0.230301765,4.17
"For Sale rent to own Townhouse near Patts College, SM BF, Jaka Plaza, Parañaque","San Isidro, Parañaque","Free Titling Fees
Free Aircon
With Promo Discount Hurry Avail Now!

2 Bedroom
2 Toilet & Bath
With Carport

TCP: 4,660.000
20% Downpayment
805 Bank Financing",https://www.lamudi.com.ph/for-sale-rent-to-own-townhouse-near-patts-college-170850949156.html,"₱4,660,000",buy,2,,36,38,14.468547,121.011835,https://scontent.fmnl17-4.fna.fbcdn.net/m1/v/t6/An8IZTEKAg0q9bv5t0D8r1RcLpyOL5rPlepat947mhVTF5nVaSS3PolYvMmqgMpXptEmbVJ2w3UgKtuHd7qbQADnc7Z2aIE9kMqEFSAJ7dbODyypQJYYSLXtXi4tTv-IA0m7kXApSxH9_VAxol57k60?stp=s2048x1152&ccb=10-5&oh=00_AfC80KbzezVkBZpMkpNwSY3vHUqKI3K_9ypwc0ePmOSv4Q&oe=660E13E4&_nc_sid=201bca,"(121.01141, 14.467918)",0.083324127,3.77
3-Bedroom Merville House Property for Sale in Parañaque City,"Merville, Parañaque","3 Bedroom Merville Property for Sale

Location: Merville Park

Bungalow, single detach property

Well-maintained house, nothing major to repair

Lot area: 420 SQM
Floor area: 330 SQM


  3 Bedrooms 
  3 Bathrooms  
  3 Car Garage
  With office/study
  With garden


Asking Price: PHP 38 Million, Gross.

Kindly allot at least 1-2 days notice for viewing schedule.

Jianina Dayrit
Real Estate Broker
License No. 0020214",https://www.lamudi.com.ph/3-bedroom-merville-property-for-sale-166072672138.html,"₱38,000,000",buy,3,,330,420,14.499387,121.025633,https://scontent.fmnl17-4.fna.fbcdn.net/m1/v/t6/An_BiRq8TNYusgGCMs99GN_7YzMVjMIaH9ykn3y2fftFIduHqwsr9AqwLLlDAG4UeOMacCc0ZTSirm5Lozbpy-XZvys4qfUN1NyGSo9X_Rg9Or7f_JXA3oUeAyrs4ZOqFIX-oqYRSHWzJ_1qDzHb_w?stp=s2048x1152&ccb=10-5&oh=00_AfAw66APHjqP2aNE81dw5mjghByvDG1sWD4jR_LegMW0lA&oe=660E1E46&_nc_sid=201bca,"(121.021268, 14.50365)",0.666238512,2.88
"Brand New Tri Level House for sale in BF Homes, Parañaque City","B.F. Homes, Parañaque","Brand New
Tri Level
Lot Area: 306 sqm
Floor Area: 400 sqm Approx.
4 Bedrooms w/ Toilet & Bath
Den w/ T&B
Family Room
Big Living Room
Maid’s & Driver’s Room
4 Car Garage",https://www.lamudi.com.ph/brand-new-tri-level-house-for-sale-in-bf-homes-par-170703168894.html,"₱45,000,000",buy,4,,400,306,14.4521766,121.0245799,https://scontent.fmnl17-4.fna.fbcdn.net/m1/v/t6/An8MDLMrNNK-hAtAwg8iingcBuA6Q-PGAr9DO1iU3GaerZgb8xnhaoom_VaUchKTrqVAP50MsAk1zjLjteE2cQiDJgDz7HbZy87Pa1uPlk254-4qxD2qCzgq_10-gHJbkiVRjNc0FEH4sQbsIhfeZd8?stp=s2048x1536&ccb=10-5&oh=00_AfD6O_PXI4co1coPFuJIBCD6qlKlFYIs8zqY9d_3ilJfzw&oe=660E389B&_nc_sid=201bca,"(121.026287, 14.448605)",0.435936571,2.88
